provincia|seccion|circuito|local|mesa|partido|porcentaje
Formosa|Formosa|Circuito 05A|EPEP N° 335 JUAN C. AREVALO|0900100440X|JUNTOS POR EL CAMBIO|16.37
Formosa|Formosa|Circuito 05A|EPEP N° 335 JUAN C. AREVALO|0900100439X|FRENTE DE TODOS|88.6
Formosa|Formosa|Circuito 05A|EPEP N° 335 JUAN C. AREVALO|0900100439X|JUNTOS POR EL CAMBIO|8.82
Formosa|Formosa|Circuito 19|EPES N° 43|0900100569X|JUNTOS POR EL CAMBIO|19.79
Formosa|Formosa|Circuito 19|EPES N° 43|0900100569X|FRENTE DE TODOS|75.69
Formosa|Formosa|Circuito 21A|EPEP DE FRONTERA N° 15|0900100577X|FRENTE DE TODOS|87.39
Formosa|Formosa|Circuito 21A|EPEP DE FRONTERA N° 15|0900100577X|JUNTOS POR EL CAMBIO|10.08
Formosa|Formosa|Circuito 11|EPEP N° 228 MARIANO MORENO|0900100553X|JUNTOS POR EL CAMBIO|18.37
Formosa|Formosa|Circuito 11|EPEP N° 228 MARIANO MORENO|0900100551X|JUNTOS POR EL CAMBIO|18.53
Formosa|Formosa|Circuito 11|EPEP N° 228 MARIANO MORENO|0900100552X|JUNTOS POR EL CAMBIO|19.26
Formosa|Formosa|Circuito 21|EPES N° 55 MOJON DE FIERRO|0900100574X|FRENTE DE TODOS|75.22
Formosa|Formosa|Circuito 21|EPES N° 55 MOJON DE FIERRO|0900100574X|JUNTOS POR EL CAMBIO|19.36
Formosa|Formosa|Circuito 21|EPES N° 55 MOJON DE FIERRO|0900100575X|FRENTE DE TODOS|76.73
Formosa|Formosa|Circuito 21|EPES N° 55 MOJON DE FIERRO|0900100575X|JUNTOS POR EL CAMBIO|15.84
Formosa|Formosa|Circuito 03|EPEP N° 380 DOCENTES ARG.|0900100174X|FRENTE DE TODOS|0.0
Formosa|Formosa|Circuito 03|EPEP N° 380 DOCENTES ARG.|0900100174X|JUNTOS POR EL CAMBIO|84.37
Formosa|Formosa|Circuito 03|EPES N° 51 COMERCIO|0900100131X|JUNTOS POR EL CAMBIO|76.42
Formosa|Formosa|Circuito 03|EPES N° 51 COMERCIO|0900100131X|FRENTE DE TODOS|11.42
Formosa|Formosa|Circuito 03|EPEP N° 496 PABLO PIZZURNO|0900100228X|JUNTOS POR EL CAMBIO|5.76
Formosa|Formosa|Circuito 03|EPEP N° 368 CONSTANCIO VIGIL|0900100202X|INCIDENCIA|0.0
Formosa|Formosa|Circuito 03|EPET N° 2 ILDA V. DE GIACHERO|0900100217X|FRENTE DE TODOS|7.88
Formosa|Formosa|Circuito 15|EPEP N° 77 ESTEBAN W. CACERES|0900100555X|FRENTE DE TODOS|75.86
Formosa|Formosa|Circuito 09|EPEP N° 82 LUIS GASPAR RUIZ|0900100550X|JUNTOS POR EL CAMBIO|19.44
Formosa|Formosa|Circuito 04|EPES N° 33 DR. R. CARRILLO|0900100275X|INCIDENCIA|0.0
Formosa|Formosa|Circuito 07|EPES N° 57|0900100495X|INCIDENCIA|0.0
Formosa|Formosa|Circuito 07|EPEP N° 407 CARLOS F. CORDOBA|0900100519X|INCIDENCIA|0.0
Formosa|Formosa|Circuito 17|EPES N° 58|0900100557X|JUNTOS POR EL CAMBIO|19.5
Formosa|Formosa|Circuito 17|EPES N° 58|0900100557X|FRENTE DE TODOS|78.42
Formosa|Formosa|Circuito 18|EPEP N° 59 LEONOR MAURIÑO|0900100566X|FRENTE DE TODOS|0.0
Formosa|Laishí|Circuito 22B|EPEP N°203 CIUDAD DE LUJAN|0900200593X|FRENTE DE TODOS|88.34
Formosa|Laishí|Circuito 22B|EPEP N°203 CIUDAD DE LUJAN|0900200593X|JUNTOS POR EL CAMBIO|6.74
Formosa|Laishí|Circuito 23|EPES N° 20 DR. N. AVELLANEDA|0900200599X|FRENTE DE TODOS|75.09
Formosa|Laishí|Circuito 22|EPES N° 18 LIB. G. SAN MARTIN|0900200585X|FRENTE DE TODOS|75.57
Formosa|Laishí|Circuito 22|EPES N° 18 LIB. G. SAN MARTIN|0900200585X|JUNTOS POR EL CAMBIO|19.46
Formosa|Laishí|Circuito 22A|EPEP N° 182|0900200591X|JUNTOS POR EL CAMBIO|13.75
Formosa|Laishí|Circuito 22A|EPEP N° 182|0900200591X|FRENTE DE TODOS|80.41
Formosa|Laishí|Circuito 22A|EPEP N° 182|0900200590X|JUNTOS POR EL CAMBIO|15.87
Formosa|Laishí|Circuito 22A|EPEP N° 182|0900200590X|FRENTE DE TODOS|78.11
Formosa|Laishí|Circuito 22A|EPEP N° 182|0900200592X|FRENTE DE TODOS|78.48
Formosa|Laishí|Circuito 22A|EPEP N° 182|0900200592X|JUNTOS POR EL CAMBIO|15.61
Formosa|Laishí|Circuito 24B|EPEP N° 210 TAMBOR DE TACUARI|0900200631X|FRENTE DE TODOS|81.86
Formosa|Laishí|Circuito 24B|EPEP N° 210 TAMBOR DE TACUARI|0900200631X|JUNTOS POR EL CAMBIO|16.58
Formosa|Laishí|Circuito 24B|EPEP N° 210 TAMBOR DE TACUARI|0900200630X|JUNTOS POR EL CAMBIO|7.65
Formosa|Laishí|Circuito 24B|EPEP N° 210 TAMBOR DE TACUARI|0900200630X|FRENTE DE TODOS|90.16
Formosa|Laishí|Circuito 22C|EPES N° 18 LIB. G. SAN MARTIN|0900200594X|FRENTE DE TODOS|100.0
Formosa|Laishí|Circuito 22C|EPES N° 18 LIB. G. SAN MARTIN|0900200594X|JUNTOS POR EL CAMBIO|0.0
Formosa|Laishí|Circuito 23C|EPEP N° 201 POLICIA DE FORMOSA|0900200610X|FRENTE DE TODOS|80.31
Formosa|Laishí|Circuito 23C|EPEP N° 201 POLICIA DE FORMOSA|0900200610X|JUNTOS POR EL CAMBIO|17.71
Formosa|Laishí|Circuito 23C|EPEP N° 201 POLICIA DE FORMOSA|0900200603X|JUNTOS POR EL CAMBIO|19.36
Formosa|Laishí|Circuito 23C|EPEP N° 201 POLICIA DE FORMOSA|0900200603X|FRENTE DE TODOS|75.09
Formosa|Laishí|Circuito 23C|EPEP N° 201 POLICIA DE FORMOSA|0900200608X|JUNTOS POR EL CAMBIO|19.37
Formosa|Laishí|Circuito 23C|EPEP N° 201 POLICIA DE FORMOSA|0900200607X|JUNTOS POR EL CAMBIO|16.79
Formosa|Laishí|Circuito 23C|EPEP N° 201 POLICIA DE FORMOSA|0900200607X|FRENTE DE TODOS|79.38
Formosa|Laishí|Circuito 23C|EPEP N° 201 POLICIA DE FORMOSA|0900200612X|FRENTE DE TODOS|76.83
Formosa|Laishí|Circuito 23C|EPEP N° 201 POLICIA DE FORMOSA|0900200604X|JUNTOS POR EL CAMBIO|18.56
Formosa|Laishí|Circuito 23C|EPEP N° 201 POLICIA DE FORMOSA|0900200604X|FRENTE DE TODOS|76.89
Formosa|Laishí|Circuito 24|EPEP N° 210 TAMBOR DE TACUARI|0900200621X|FRENTE DE TODOS|77.85
Formosa|Laishí|Circuito 24|EPEP N° 210 TAMBOR DE TACUARI|0900200619X|FRENTE DE TODOS|78.13
Formosa|Laishí|Circuito 24|EPEP N° 210 TAMBOR DE TACUARI|0900200619X|JUNTOS POR EL CAMBIO|17.56
Formosa|Laishí|Circuito 24|EPEP N° 210 TAMBOR DE TACUARI|0900200620X|INCIDENCIA|0.0
Formosa|Laishí|Circuito 24|EPEP N° 210 TAMBOR DE TACUARI|0900200627X|JUNTOS POR EL CAMBIO|18.27
Formosa|Laishí|Circuito 24|EPEP N° 210 TAMBOR DE TACUARI|0900200627X|FRENTE DE TODOS|78.27
Formosa|Laishí|Circuito 24|EPEP N° 210 TAMBOR DE TACUARI|0900200628X|FRENTE DE TODOS|78.77
Formosa|Laishí|Circuito 24|EPEP N° 210 TAMBOR DE TACUARI|0900200628X|JUNTOS POR EL CAMBIO|14.74
Formosa|Patiño|Circuito 70|EPEP N° 53 G. NACIONAL|0900601265X|JUNTOS POR EL CAMBIO|16.43
Formosa|Patiño|Circuito 70|EPEP N° 53 G. NACIONAL|0900601265X|FRENTE DE TODOS|81.27
Formosa|Patiño|Circuito 50B|EPES EIB N° 6|0900601102X|JUNTOS POR EL CAMBIO|7.42
Formosa|Patiño|Circuito 50B|EPES EIB N° 6|0900601102X|FRENTE DE TODOS|88.2
Formosa|Patiño|Circuito 50B|EPES EIB N° 6|0900601101X|FRENTE DE TODOS|90.41
Formosa|Patiño|Circuito 50B|EPES EIB N° 6|0900601101X|JUNTOS POR EL CAMBIO|5.02
Formosa|Patiño|Circuito 50B|EPES EIB N° 6|0900601104X|FRENTE DE TODOS|89.08
Formosa|Patiño|Circuito 50B|EPES EIB N° 6|0900601104X|JUNTOS POR EL CAMBIO|9.17
Formosa|Patiño|Circuito 50B|EPES EIB N° 6|0900601103X|JUNTOS POR EL CAMBIO|9.78
Formosa|Patiño|Circuito 50B|EPES EIB N° 6|0900601103X|FRENTE DE TODOS|86.8
Formosa|Patiño|Circuito 68|CBRS EPEP N° 79|0900601260X|FRENTE DE TODOS|76.81
Formosa|Patiño|Circuito 68|CBRS EPEP N° 79|0900601260X|JUNTOS POR EL CAMBIO|17.39
Formosa|Patiño|Circuito 68|CBRS EPEP N° 79|0900601261X|FRENTE DE TODOS|80.43
Formosa|Patiño|Circuito 68|CBRS EPEP N° 79|0900601261X|JUNTOS POR EL CAMBIO|18.11
Formosa|Patiño|Circuito 60A|EPEP N° 9 DR. N. AVELLANEDA|0900601189X|FRENTE DE TODOS|100.0
Formosa|Patiño|Circuito 60A|EPEP N° 9 DR. N. AVELLANEDA|0900601189X|JUNTOS POR EL CAMBIO|0.0
Formosa|Patiño|Circuito 51A|EPEP N° 235 FRAY L. BELTRAN|0900601115X|FRENTE DE TODOS|78.62
Formosa|Patiño|Circuito 51A|EPEP N° 235 FRAY L. BELTRAN|0900601112X|JUNTOS POR EL CAMBIO|18.8
Formosa|Patiño|Circuito 51A|EPEP N° 235 FRAY L. BELTRAN|0900601112X|FRENTE DE TODOS|79.2
Formosa|Patiño|Circuito 51A|EPEP N° 235 FRAY L. BELTRAN|0900601110X|FRENTE DE TODOS|79.48
Formosa|Patiño|Circuito 51A|EPEP N° 235 FRAY L. BELTRAN|0900601110X|JUNTOS POR EL CAMBIO|18.68
Formosa|Patiño|Circuito 51A|EPEP N° 406|0900601119X|FRENTE DE TODOS|76.26
Formosa|Patiño|Circuito 51A|EPEP N° 406|0900601116X|FRENTE DE TODOS|75.76
Formosa|Patiño|Circuito 51A|EPEP N° 406|0900601117X|FRENTE DE TODOS|80.07
Formosa|Patiño|Circuito 51A|EPEP N° 406|0900601117X|JUNTOS POR EL CAMBIO|14.74
Formosa|Patiño|Circuito 51A|EPEP N° 406|0900601118X|FRENTE DE TODOS|75.18
Formosa|Patiño|Circuito 50|EPEP N° 245 MIGUEL E. SOLER|0900601081X|INCIDENCIA|0.0
Formosa|Patiño|Circuito 50|EPEP N° 25 JULIO A. ROCA|0900601098X|INCIDENCIA|0.0
Formosa|Patiño|Circuito 67A|EPEP N° 42 V. LOPEZ Y PLANES|0900601259X|JUNTOS POR EL CAMBIO|10.41
Formosa|Patiño|Circuito 67A|EPEP N° 42 V. LOPEZ Y PLANES|0900601259X|FRENTE DE TODOS|89.58
Formosa|Patiño|Circuito 66A|EPEP N° 89|0900601220X|FRENTE DE TODOS|85.36
Formosa|Patiño|Circuito 66A|EPEP N° 89|0900601220X|JUNTOS POR EL CAMBIO|14.63
Formosa|Patiño|Circuito 61|EPEP N° 26|0900601190X|JUNTOS POR EL CAMBIO|10.96
Formosa|Patiño|Circuito 61|EPEP N° 26|0900601190X|FRENTE DE TODOS|85.8
Formosa|Patiño|Circuito 64|EPES N° 40|0900601195X|FRENTE DE TODOS|75.92
Formosa|Patiño|Circuito 64|EPES N° 40|0900601197X|FRENTE DE TODOS|82.6
Formosa|Patiño|Circuito 64|EPES N° 40|0900601197X|JUNTOS POR EL CAMBIO|17.39
Formosa|Patiño|Circuito 64|EPES N° 40|0900601196X|JUNTOS POR EL CAMBIO|19.84
Formosa|Patiño|Circuito 64|EPES N° 40|0900601196X|FRENTE DE TODOS|80.15
Formosa|Patiño|Circuito 64|EPES N° 40|0900601194X|JUNTOS POR EL CAMBIO|17.15
Formosa|Patiño|Circuito 64|EPES N° 40|0900601194X|FRENTE DE TODOS|82.84
Formosa|Patiño|Circuito 56|ISFDCYT IBARRETA|0900601160X|FRENTE DE TODOS|78.74
Formosa|Patiño|Circuito 56|ISFDCYT IBARRETA|0900601162X|JUNTOS POR EL CAMBIO|19.04
Formosa|Patiño|Circuito 56|EPES N° 3 ENRIQUE DE IBARRETA|0900601153X|FRENTE DE TODOS|78.32
Formosa|Patiño|Circuito 56|EPES N° 3 ENRIQUE DE IBARRETA|0900601153X|JUNTOS POR EL CAMBIO|16.43
Formosa|Patiño|Circuito 56|EPES N° 3 ENRIQUE DE IBARRETA|0900601149X|JUNTOS POR EL CAMBIO|18.32
Formosa|Patiño|Circuito 56|EPES N° 3 ENRIQUE DE IBARRETA|0900601141X|FRENTE DE TODOS|77.81
Formosa|Patiño|Circuito 56|EPES N° 3 ENRIQUE DE IBARRETA|0900601141X|JUNTOS POR EL CAMBIO|18.04
Formosa|Patiño|Circuito 56|EPES N° 3 ENRIQUE DE IBARRETA|0900601148X|FRENTE DE TODOS|77.93
Formosa|Patiño|Circuito 56|EPES N° 3 ENRIQUE DE IBARRETA|0900601148X|JUNTOS POR EL CAMBIO|18.5
Formosa|Patiño|Circuito 56|EPES N° 3 ENRIQUE DE IBARRETA|0900601146X|FRENTE DE TODOS|78.59
Formosa|Patiño|Circuito 56|EPES N° 3 ENRIQUE DE IBARRETA|0900601146X|JUNTOS POR EL CAMBIO|18.81
Formosa|Patiño|Circuito 56|EPES N° 3 ENRIQUE DE IBARRETA|0900601145X|JUNTOS POR EL CAMBIO|19.85
Formosa|Patiño|Circuito 56|EPES N° 3 ENRIQUE DE IBARRETA|0900601145X|FRENTE DE TODOS|75.65
Formosa|Patiño|Circuito 56|EPES N° 3 ENRIQUE DE IBARRETA|0900601152X|JUNTOS POR EL CAMBIO|18.95
Formosa|Patiño|Circuito 64A|EPEP N° 110 JOSE MARIA PAZ|0900601212X|FRENTE DE TODOS|76.11
Formosa|Patiño|Circuito 47A|EPEP N° 138|0900601078X|FRENTE DE TODOS|0.0
Formosa|Patiño|Circuito 49|EPEP N° 73 FRAY B. DE LAS CASA|0900601080X|JUNTOS POR EL CAMBIO|9.96
Formosa|Patiño|Circuito 49|EPEP N° 73 FRAY B. DE LAS CASA|0900601080X|FRENTE DE TODOS|86.97
Formosa|Patiño|Circuito 60|EPEP N° 9 DR. N. AVELLANEDA|0900601176X|FRENTE DE TODOS|79.24
Formosa|Patiño|Circuito 60|EPEP N° 9 DR. N. AVELLANEDA|0900601176X|JUNTOS POR EL CAMBIO|17.73
Formosa|Patiño|Circuito 60|EPEP N° 9 DR. N. AVELLANEDA|0900601182X|JUNTOS POR EL CAMBIO|16.91
Formosa|Patiño|Circuito 60|EPEP N° 9 DR. N. AVELLANEDA|0900601182X|FRENTE DE TODOS|80.14
Formosa|Patiño|Circuito 60|EPEP N° 9 DR. N. AVELLANEDA|0900601178X|FRENTE DE TODOS|81.46
Formosa|Patiño|Circuito 60|EPEP N° 9 DR. N. AVELLANEDA|0900601178X|JUNTOS POR EL CAMBIO|15.83
Formosa|Patiño|Circuito 60|EPEP N° 9 DR. N. AVELLANEDA|0900601177X|INCIDENCIA|0.0
Formosa|Patiño|Circuito 60|EPEP N° 9 DR. N. AVELLANEDA|0900601181X|FRENTE DE TODOS|75.93
Formosa|Patiño|Circuito 60|EPEP N° 512|0900601185X|JUNTOS POR EL CAMBIO|13.81
Formosa|Patiño|Circuito 60|EPEP N° 512|0900601185X|FRENTE DE TODOS|84.72
Formosa|Patiño|Circuito 60|EPEP N° 512|0900601184X|FRENTE DE TODOS|78.24
Formosa|Patiño|Circuito 60|EPEP N° 512|0900601186X|JUNTOS POR EL CAMBIO|15.52
Formosa|Patiño|Circuito 60|EPEP N° 512|0900601186X|FRENTE DE TODOS|81.58
Formosa|Patiño|Circuito 60|EPEP N° 512|0900601183X|FRENTE DE TODOS|82.95
Formosa|Patiño|Circuito 60|EPEP N° 512|0900601183X|JUNTOS POR EL CAMBIO|12.5
Formosa|Patiño|Circuito 60|EPEP N° 512|0900601188X|JUNTOS POR EL CAMBIO|18.81
Formosa|Patiño|Circuito 60|EPEP N° 512|0900601188X|FRENTE DE TODOS|76.75
Formosa|Patiño|Circuito 60|EPEP N° 512|0900601187X|FRENTE DE TODOS|81.57
Formosa|Patiño|Circuito 60|EPEP N° 512|0900601187X|JUNTOS POR EL CAMBIO|15.41
Formosa|Patiño|Circuito 65A|EPEP N° 162|0900601217X|FRENTE DE TODOS|88.88
Formosa|Patiño|Circuito 65A|EPEP N° 162|0900601217X|JUNTOS POR EL CAMBIO|11.11
Formosa|Patiño|Circuito 65|EPEP N° 146 C. SAAVEDRA|0900601215X|FRENTE DE TODOS|75.64
Formosa|Patiño|Circuito 52|EPEP N° 125 MAESTRO A. GAUNA|0900601123X|FRENTE DE TODOS|75.38
Formosa|Patiño|Circuito 54|EPEP N° 392 CAP. GIACCHINO|0900601136X|JUNTOS POR EL CAMBIO|18.25
Formosa|Patiño|Circuito 54|EPEP N° 392 CAP. GIACCHINO|0900601136X|FRENTE DE TODOS|78.0
Formosa|Patiño|Circuito 54|EPEP N° 392 CAP. GIACCHINO|0900601137X|FRENTE DE TODOS|85.0
Formosa|Patiño|Circuito 54|EPEP N° 392 CAP. GIACCHINO|0900601137X|JUNTOS POR EL CAMBIO|11.92
Formosa|Patiño|Circuito 54|EPEP N° 392 CAP. GIACCHINO|0900601133X|JUNTOS POR EL CAMBIO|18.9
Formosa|Patiño|Circuito 54|EPEP N° 392 CAP. GIACCHINO|0900601133X|FRENTE DE TODOS|76.36
Formosa|Patiño|Circuito 54|EPEP N° 392 CAP. GIACCHINO|0900601134X|JUNTOS POR EL CAMBIO|18.14
Formosa|Patiño|Circuito 54|EPEP N° 392 CAP. GIACCHINO|0900601134X|FRENTE DE TODOS|77.99
Formosa|Patiño|Circuito 54|EPEP N° 392 CAP. GIACCHINO|0900601132X|FRENTE DE TODOS|75.7
Formosa|Patiño|Circuito 54|EPES N° 13 JOSE HERNANDEZ|0900601126X|FRENTE DE TODOS|76.0
Formosa|Patiño|Circuito 54|EPES N° 13 JOSE HERNANDEZ|0900601130X|FRENTE DE TODOS|75.6
Formosa|Patiño|Circuito 54|EPES N° 13 JOSE HERNANDEZ|0900601128X|FRENTE DE TODOS|75.39
Formosa|Patiño|Circuito 54|EPES N° 13 JOSE HERNANDEZ|0900601125X|JUNTOS POR EL CAMBIO|16.66
Formosa|Patiño|Circuito 54|EPES N° 13 JOSE HERNANDEZ|0900601125X|FRENTE DE TODOS|78.57
Formosa|Patiño|Circuito 54|EPES N° 13 JOSE HERNANDEZ|0900601129X|FRENTE DE TODOS|81.53
Formosa|Patiño|Circuito 54|EPES N° 13 JOSE HERNANDEZ|0900601129X|JUNTOS POR EL CAMBIO|13.84
Formosa|Patiño|Circuito 71A|EPES N° 4 GRAL. M. M. GUEMES|0900601286X|JUNTOS POR EL CAMBIO|8.0
Formosa|Patiño|Circuito 71A|EPES N° 4 GRAL. M. M. GUEMES|0900601286X|FRENTE DE TODOS|92.0
Formosa|Patiño|Circuito 71A|EPES N° 4 GRAL. M. M. GUEMES|0900601287X|JUNTOS POR EL CAMBIO|13.6
Formosa|Patiño|Circuito 71A|EPES N° 4 GRAL. M. M. GUEMES|0900601287X|FRENTE DE TODOS|85.6
Formosa|Patiño|Circuito 66|EPEP N° 122 NICOLAS CURESTIS|0900601219X|JUNTOS POR EL CAMBIO|5.55
Formosa|Patiño|Circuito 66|EPEP N° 122 NICOLAS CURESTIS|0900601219X|FRENTE DE TODOS|91.66
Formosa|Patiño|Circuito 71|EPEP N° 44 ARMANDO R. VERON|0900601272X|FRENTE DE TODOS|78.09
Formosa|Patiño|Circuito 71|EPEP N° 44 ARMANDO R. VERON|0900601272X|JUNTOS POR EL CAMBIO|16.11
Formosa|Patiño|Circuito 71|EPEP N° 44 ARMANDO R. VERON|0900601274X|FRENTE DE TODOS|77.51
Formosa|Patiño|Circuito 71|EPEP N° 44 ARMANDO R. VERON|0900601274X|JUNTOS POR EL CAMBIO|17.82
Formosa|Patiño|Circuito 71|EPEP N° 44 ARMANDO R. VERON|0900601277X|JUNTOS POR EL CAMBIO|16.33
Formosa|Patiño|Circuito 71|EPEP N° 44 ARMANDO R. VERON|0900601277X|FRENTE DE TODOS|78.88
Formosa|Patiño|Circuito 71|EPEP N° 44 ARMANDO R. VERON|0900601279X|FRENTE DE TODOS|77.92
Formosa|Patiño|Circuito 71|EPEP N° 44 ARMANDO R. VERON|0900601279X|JUNTOS POR EL CAMBIO|17.31
Formosa|Patiño|Circuito 71|EPEP N° 44 ARMANDO R. VERON|0900601276X|FRENTE DE TODOS|76.73
Formosa|Patiño|Circuito 71|EPEP N° 44 ARMANDO R. VERON|0900601278X|JUNTOS POR EL CAMBIO|18.43
Formosa|Patiño|Circuito 71|EPEP N° 44 ARMANDO R. VERON|0900601278X|FRENTE DE TODOS|80.0
Formosa|Patiño|Circuito 71|EPEP N° 44 ARMANDO R. VERON|0900601275X|FRENTE DE TODOS|77.35
Formosa|Patiño|Circuito 71|EPEP N° 44 ARMANDO R. VERON|0900601275X|JUNTOS POR EL CAMBIO|16.23
Formosa|Patiño|Circuito 71|EPEP N° 44 ARMANDO R. VERON|0900601273X|JUNTOS POR EL CAMBIO|15.87
Formosa|Patiño|Circuito 71|EPEP N° 44 ARMANDO R. VERON|0900601273X|FRENTE DE TODOS|78.96
Formosa|Patiño|Circuito 71|EPEP N° 213 DR. G. LELONG|0900601283X|FRENTE DE TODOS|83.25
Formosa|Patiño|Circuito 71|EPEP N° 213 DR. G. LELONG|0900601283X|JUNTOS POR EL CAMBIO|12.33
Formosa|Patiño|Circuito 71|EPEP N° 213 DR. G. LELONG|0900601285X|JUNTOS POR EL CAMBIO|14.9
Formosa|Patiño|Circuito 71|EPEP N° 213 DR. G. LELONG|0900601285X|FRENTE DE TODOS|81.17
Formosa|Patiño|Circuito 71|EPEP N° 213 DR. G. LELONG|0900601281X|FRENTE DE TODOS|82.64
Formosa|Patiño|Circuito 71|EPEP N° 213 DR. G. LELONG|0900601281X|JUNTOS POR EL CAMBIO|14.87
Formosa|Patiño|Circuito 71|EPEP N° 213 DR. G. LELONG|0900601282X|FRENTE DE TODOS|77.13
Formosa|Patiño|Circuito 71|EPEP N° 213 DR. G. LELONG|0900601282X|JUNTOS POR EL CAMBIO|19.76
Formosa|Patiño|Circuito 71|EPEP N° 213 DR. G. LELONG|0900601284X|FRENTE DE TODOS|75.42
Formosa|Patiño|Circuito 59A|EPEP N° 161|0900601172X|FRENTE DE TODOS|78.57
Formosa|Patiño|Circuito 59A|EPEP N° 161|0900601172X|JUNTOS POR EL CAMBIO|14.28
Formosa|Patiño|Circuito 67|EPEP N° 42 V. LOPEZ Y PLANES|0900601231X|FRENTE DE TODOS|75.1
Formosa|Patiño|Circuito 67|EPEP N° 42 V. LOPEZ Y PLANES|0900601223X|INCIDENCIA|0.0
Formosa|Patiño|Circuito 67|EPES N° 37|0900601240X|FRENTE DE TODOS|80.91
Formosa|Patiño|Circuito 67|EPES N° 37|0900601240X|JUNTOS POR EL CAMBIO|18.02
Formosa|Patiño|Circuito 67|EPEP N° 356 AMERICA|0900601254X|JUNTOS POR EL CAMBIO|18.84
Formosa|Patiño|Circuito 67|EPEP N° 356 AMERICA|0900601254X|FRENTE DE TODOS|75.76
Formosa|Patiño|Circuito 67|EPES N° 50|0900601249X|JUNTOS POR EL CAMBIO|0.0
Formosa|Patiño|Circuito 67|EPES N° 50|0900601249X|FRENTE DE TODOS|94.49
Formosa|Patiño|Circuito 65B|EPES N° 40|0900601218X|FRENTE DE TODOS|100.0
Formosa|Patiño|Circuito 65B|EPES N° 40|0900601218X|JUNTOS POR EL CAMBIO|0.0
Formosa|Patiño|Circuito 58|EPEP N° 152|0900601169X|JUNTOS POR EL CAMBIO|0.0
Formosa|Patiño|Circuito 58|EPEP N° 152|0900601169X|FRENTE DE TODOS|0.0
Formosa|Pilagás|Circuito 43|EPEP N° 246 JUAN M. DE PUYRRED|0900501037X|FRENTE DE TODOS|77.23
Formosa|Pilagás|Circuito 43|EPEP N° 246 JUAN M. DE PUYRRED|0900501037X|JUNTOS POR EL CAMBIO|19.77
Formosa|Pilagás|Circuito 43|EPEP N° 246 JUAN M. DE PUYRRED|0900501039X|JUNTOS POR EL CAMBIO|17.47
Formosa|Pilagás|Circuito 43|EPEP N° 246 JUAN M. DE PUYRRED|0900501039X|FRENTE DE TODOS|78.81
Formosa|Pilagás|Circuito 43|EPES N° 8 DR. B. HOUSSAY|0900501024X|FRENTE DE TODOS|76.83
Formosa|Pilagás|Circuito 43|EPES N° 8 DR. B. HOUSSAY|0900501024X|JUNTOS POR EL CAMBIO|19.85
Formosa|Pilagás|Circuito 43|EPES N° 8 DR. B. HOUSSAY|0900501028X|JUNTOS POR EL CAMBIO|15.58
Formosa|Pilagás|Circuito 43|EPES N° 8 DR. B. HOUSSAY|0900501028X|FRENTE DE TODOS|79.84
Formosa|Pilagás|Circuito 43|EPES N° 8 DR. B. HOUSSAY|0900501027X|JUNTOS POR EL CAMBIO|18.93
Formosa|Pilagás|Circuito 43D|EPES N° 8 DR. B. HOUSSAY|0900501061X|JUNTOS POR EL CAMBIO|15.62
Formosa|Pilagás|Circuito 43D|EPES N° 8 DR. B. HOUSSAY|0900501061X|FRENTE DE TODOS|83.33
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501066X|FRENTE DE TODOS|84.23
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501066X|JUNTOS POR EL CAMBIO|11.53
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501068X|JUNTOS POR EL CAMBIO|8.5
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501068X|FRENTE DE TODOS|89.06
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501072X|JUNTOS POR EL CAMBIO|17.0
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501072X|FRENTE DE TODOS|79.75
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501073X|FRENTE DE TODOS|75.6
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501067X|FRENTE DE TODOS|80.55
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501067X|JUNTOS POR EL CAMBIO|16.66
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501074X|FRENTE DE TODOS|78.33
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501074X|JUNTOS POR EL CAMBIO|18.33
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501064X|JUNTOS POR EL CAMBIO|18.03
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501064X|FRENTE DE TODOS|80.73
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501070X|FRENTE DE TODOS|81.2
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501070X|JUNTOS POR EL CAMBIO|16.4
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501065X|FRENTE DE TODOS|86.27
